kpointindex: 1 K=      0.000000     -3.627599      0.000000
   mode=  54   Re <S_r> -0.00580705  0.00006182 -0.47876471   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4788   Im|<S_r>|  0.0000   E_r=   3.84268639  0.00000000
   mode=  55   Re <S_r>  0.00399262 -0.00003255 -0.57783664   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5779   Im|<S_r>|  0.0000   E_r=   3.64532844  0.00000000
   mode=  56   Re <S_r>  0.08168243 -0.00000956 -0.64856509   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6537   Im|<S_r>|  0.0000   E_r=   3.33781864 -0.00000000
   mode=  57   Re <S_r>  0.06810700  0.00000187 -0.50228935   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5069   Im|<S_r>|  0.0000   E_r=   2.85173096 -0.00000000
   mode=  58   Re <S_r> -0.04591947  0.00001580 -0.03104110   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.0554   Im|<S_r>|  0.0000   E_r=   2.49396220  0.00000000
   mode=  59   Re <S_r>  0.00446845 -0.00000847 -0.43915986   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4392   Im|<S_r>|  0.0000   E_r=   2.40136522 -0.00000000
   mode=  60   Re <S_r> -0.16588648  0.00001912 -0.22591410   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2803   Im|<S_r>|  0.0000   E_r=   1.50142242 -0.00000000
   mode=  61   Re <S_r>  0.00047437 -0.00000808 -0.28174100   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2817   Im|<S_r>|  0.0000   E_r=   1.29279929 -0.00000000
   mode=  62   Re <S_r>  0.12378375 -0.00002501 -0.54135568   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5553   Im|<S_r>|  0.0000   E_r=   1.07276774 -0.00000000
   mode=  63   Re <S_r> -0.03703805  0.00000868 -0.13995003   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.1448   Im|<S_r>|  0.0000   E_r=   0.50132303 -0.00000000
